image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes,color
./clothes_dataset\black_pants\1a1c08ffe314723db79a8f0005bf9e4fbb4ae4a5.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_pants\ad5782784cb4cc19b60de11bc7c2c122436e9584.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\brown_pants\e5080b41a473fd3d8e986eba4e999ed0b5a6bff4.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\black_shorts\83aebbc0b47a84445682f3c8c356848b31ccc608.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\1a9db5d2f6d1086e3aedcc5ceeaaae7c24d906dc.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shoes\441fcc72ec5a282c160c67d8ced7ce4d3b565b10.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\a47b28c80b5fc68f2b85b16475143683d80e7be1.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\green_shoes\1c5f4e6baf01bfe3db820391bbdcf886cb6405b6.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_shorts\708fee9ddd5a7279d3a9974873be952c11b6385c.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\white_shoes\9963c12a5a7194af84393848da0dd300fca43cbd.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_shoes\0fb88a53b1228f69e63cc0047cb66f8110eebdd6.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_shoes\f7c2c8a5d41ecc986e7053e2af1e5d38959861fa.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_pants\fa87a285f459ac4537fa5ac9f8c35f95d2843d5e.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_dress\fec9c72b6e6ee1885dfd553fd6fd6ae166d03028.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_shirt\36ea567f1721b239f55c60fb44bc0c00bd1372c5.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shirt\a431a39356f488298a9a0dfe075ab3e0d70f14a4.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shirt\ac1553a19c4644425e2562d86535b999f2478388.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\704363b655f739ed2f6cc6c3ec8e8976f7cfb401.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_shoes\c5ff07e728c67627574556df8b681abd07203f1e.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_shoes\a0f7c8811902133ba65e3cbc1c6135f4cce6f62b.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_dress\7a2f7e7fe1eeb960823c025bfeb69e44695df13a.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_dress\2946846e8f2ab7566cd58e5dcb907ca27fa25b12.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\1a0da5cbde1c81e33696cbb4ea4a12682ce73608.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shoes\549ee6532d08234c6f2ccb102f3689a1592c0f46.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_shoes\c45f44167458a105cb0d7801c3d3332cbf743e4c.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\brown_pants\6c4509ea1f93fb5da7627e1788bd961addae6a92.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\white_dress\901cb9306f326b3ca5584963bbf137cfde0f4c1e.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_dress\65492d4acfa8454d33957678c8c61ca82a2f1e9d.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_dress\f95a8b3313b64784da582f574b91ac877fee9f0d.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shorts\1cf1e1262bf06d10e6b7e4e72d8c494e19d54daf.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\green_shoes\52c6c1488f4d4b3cbb610ddfa595f3cf67fea905.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\white_shoes\275b4c3d22f8a547186fafeb3d3928bccb208c22.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_pants\7b2698e50c098023bec78a343908fc7c8c3f1757.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_dress\112893e848e005ec96841e172d0c3a6f41f514bf.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_shoes\f4c01daec5e8b846133f9a575e19d65f66180453.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shoes\2282027f2398229de037663ee76a730e6f98f0d0.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shoes\edb29c5bb4038dcfcb8203262297ade19dddf0dd.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_dress\daaaefa27a078aa0215f1bbc544afa07cfc29e4a.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\green_shirt\ab3894609861e39257402aa2529f179d6e72a3d3.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\black_shoes\331612eac1d494b4ccd62a49095b5f48e55b059e.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_dress\7d042891a4a5095a56ee245c433c5001d5b3b881.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shorts\7079c34abd5652d10ca8bf83c5611dfe89ad7dd0.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\green_shoes\5cfca5d817fc895a5032136931b4b42a7c03b467.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_shirt\0072830b3b5881778febc4e4c0f09bdfdad55404.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\brown_pants\6a043e30f3fd242c79e1c7c2eb8c417974968d40.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\green_shorts\a2c3f62dc44b77dcb3af806968efe79b1fa8f528.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\black_shorts\8a9449e38435afe2cf97e349a365585bd0fcfd7c.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_pants\d64099576b1d50a319ab2c1dd610ad1cf63c7f2a.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shirt\0544b244d75dbee645be6202a25ea3a23e33be59.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_pants\43d23ea6d69fc51b43346afb3627bf3ff56de4f9.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_shoes\ec58d291c10df5f7c0b326d98b224844b76a0f5f.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\green_pants\b650016b00c5aecda97a523c6dd4e6b67e6c833c.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_pants\99378c8f19d7d9adb05d8fa612bb29148ebdbf37.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_shorts\142616368b431a80fce361f1d62960de79b702b2.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\brown_pants\60a1141b433a0077f8da35fa7435fe47196959f5.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\black_shoes\0cef8a3d0c7cced8e4ef54a14701059c352fec35.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_dress\ab1c91359fc493a803a2669bdf4d62f1437802dd.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shoes\3fb436b603da2094831379d218d79ac94696c008.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\green_pants\08ebe2836de3a90c13c665273ee80951cb831cb8.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\blue_shorts\a1e610bf1a2a58831f058d6435e52cf547a99e89.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\brown_shoes\c5945ee1b0a4225430b0e94050998fa0d7b7c260.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\red_shoes\68933a56d082539e905c4c70b34d9a557acb02a1.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_shirt\f9862750ece3b27a1abaa81801da7416bdea346a.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\blue_shoes\b348f374fa907b43f692fdc977cc30e788c6a3f6.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_pants\a7e0964d57a22430734bf5a09f2ebd7a9c243944.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_pants\f2abe79537c3fe40e0d0c14964778eb569d85cab.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\white_dress\418c9b63239646835ad91f6f4f4958772dd1adef.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shoes\68591fe0066ffeba106bf89663d82c0bae8e89a4.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\red_dress\f4c508578974a4256abae370da6ca7c95eb3043f.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\b10679228ed915e3d3a90b73082a8b7b4d469443.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shirt\6f97b07579657d04185c5d9a18fef84878cfe4ef.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shorts\540d83ac9ee34b94df4795b2c9876e4a7db6965d.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\444a2e7981b4dd044309da31b1860a3972079ed7.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_pants\68f58d7a83af22c6f0b1360a0e5eb12df594cf69.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_pants\f74b5be42f1bb76c0ea8265c14a3847828834f9e.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_shoes\7346181875f4d5378e54e40e0410d8274de55771.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\brown_pants\f889d1e09803189530783a2ef55441ca8bfc9d9c.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\white_shorts\cda9ac1ad00971479ce133fc4459c32447fabd95.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\blue_shoes\e64f546f1dcdeb4d5b024a54c7db39a85dd56c8d.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_dress\d37ec7cf66aef00254d7b66dcae068b6d5247acf.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_dress\729e134bcedb6ac7468bb7714a62e62de5881559.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_shoes\0bd5d9f6466d99bdcf3e2b99fd6cfa1a3ed1b08b.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\white_dress\1b1251def21755b33203f6524de1c1774b404899.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_pants\8f14a6efa8a02503516a4d9a59986f8835731306.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_dress\870dc5324dd92dc579df7efa9d3a08759978b9ff.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_shoes\0ec2c73422c51d49f2b6dafbfb54037556a1b89f.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_pants\365e13561bdffc9e89df19e5ba681919c64c374c.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shirt\2cdd7bc47d5676227fad9c03fd8ddcef9a472fc2.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_dress\b6c4a0dadbc863b6ca8647bc5d4287ee3e88ee48.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_shoes\aa19a280eaeb63f97ab7d08f6a6c2145c476388f.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_dress\e78dfebb7a4dbdcc5b666de03fce3747d8fb654e.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_dress\3e30719ce3f00b24016184b012ead81d9dd3d9fc.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_dress\fc0cfc7e4269ff641b332355b5f06669c8d889a3.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_dress\b550200a1b0d2e98de6e77b0db3fa186de89ab81.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shoes\d5f037c0230845edaf72be574c4ea4a1277593d5.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_dress\94dffff9368f05e6c51078a8d28b4b447383165c.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_shoes\bf265d3b190683005f7d361733f2542c1f75ba8e.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shirt\c0035a73ea190bf711da4fb1ecc488ac07469d1e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shoes\9c704217e8b8fc577fdbb6eb7e8c5e6d6357bfad.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shoes\8c4535387ec04d74ea68419874e4ee84d7b8cba4.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_shoes\cb65d6c0fdf52a38a57675999cd0e7cd23d17abf.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_shoes\bf985f2b7aee053b32d93010432e3bff44c826aa.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_shoes\02c0db070721f39e3521cef392fde72a7e6e3ee0.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\dc95d901dee0b0b6f7b98fe78049a0f78fb775af.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_pants\385b9f8f9fcf06c357ca8283de8acc7f69c89023.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\green_shoes\0dd1621f366d57bce88681d079c8f42c6e2d890c.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_dress\924c8136944ae8a06210ae3b124eb0808305f615.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\white_dress\18db564e16c7718ebaf56181370a48d69c279ad0.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_dress\ee97309781d5c3916046d7a4827bfcc6c3c17b3f.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\12ef688c031a7aae0863e0472c155f1ea739a026.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shirt\542e3e66566391259f195a3a6d0f594c40f84932.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\brown_shoes\b6505611d8fcdd990a55d3228ac9e8e151456106.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_pants\fd3d220208b1a88ef2f7bffc7b74fc6599d20579.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\b6f273e388357fe9068956249d174a22671714c0.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shirt\e309f013a3a2d3402ba5d4310dbf376e70268e22.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shirt\a39666feabc6c4ac19366d9d8cfee78bca2eedf3.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shorts\6f4d16ff3eb9478e171d01922ce11ace3293c8fd.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\blue_dress\108df8f3f053828d1cbceeab0dcc78f0c64532a9.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_pants\9e74eb896b5271c80f03a58dce1f12f5fe535b55.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_dress\ac2017fce3b9f65d4bb2c2bc106e98ae62405e80.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_pants\67460f43edc87562c640748eac38c3fc890d6ca2.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\green_shoes\f5e9e4fd6771dbd6c056ca69768c4121235dad01.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_shirt\8219436eb6f2d98d50d8102d5c5608f9c091b9f0.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shoes\5f9f3e89e5231597b0c220108f7d6f585070a1de.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_shoes\fe24082aa7037607dce771e87ff2f1352552b003.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_dress\da2b921030089428a0b53744bd57a06576fd3e9e.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_shoes\2bdd00756a1d7f95922bbd85934f803c85da8e94.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shorts\6906f85d00b3f552b194a0d917aea4eb7c7b4249.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_shoes\846ac4cb76e10d4de704d375c7034c78b1c3d78e.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shorts\a251cbedda1d8615d24368360fde7d7b06f3dab0.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\18d7fae86b2a21fb1ad67a97e83e498524ed7f7c.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_shoes\66967835c384d80ce596c58af4352d1dce7c4614.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\white_dress\e74a274c723a27b3442588c3ed2ba3050e32bdc5.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\green_shoes\68e060cfe4bda8b634ab25bda0b2dc9d97f8b1d3.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\white_shorts\7fdbc18deff6f7d5ad1f8c228061aa6bcecff535.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\blue_pants\10ddb6112151b3d33833960a68af9a38f92a803e.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\green_pants\482b1f412d229e95ef446937d3f0f098399f417c.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_shirt\ad41f4ab3c50dc62c026c06365c07be28c02fee9.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_pants\8a0cc0d6b45f5f6a5331012f508013fc7c455fc7.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_pants\9b7d74e89eaf8381e123f560027b33c1f1c41d0a.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_shirt\1f18bf6c50d140dee644db0f9ceb07bbb012b072.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shoes\5d1f8d79d1bad3f8ae9a4529447207d0fc86d93d.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_pants\30d7cbcdd21a8bdcd3fa008be8fde2dbc508afcf.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_dress\55c5beeb1517953410d7c1a6dadc2ca75246b3e2.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_shirt\b0fed03b4745705f20865ddfa14a2f74d931a071.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_shoes\16e19fd730c4ab106e890e58b382544501de46ac.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_shoes\bdd3c5a08b79fcffc604174b7a8e28935dcfc284.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_pants\d0d1eb41ff3f2b1f85de37861a2454a50f5ab9e4.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_pants\73ea02a590f0533069e42787cb339a5af8882876.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\brown_shoes\b2030f7579f327cae128d5d12d00b461a3241e50.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\white_dress\be4561d1dd20607e3ad2d61403d357d047921e56.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_pants\1506543731898d8317e88531def365459b6ee8b5.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\black_shoes\1362ea3c2c3faf330b5497adb4403b7554435146.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_shoes\d2733a9abe84bc20a19324f144d70948d1e4e17d.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_pants\024716a375d39b7af52b0a8b53d09d7df5706f55.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\9636adb31e295f676939e0b828ef5f54dbfc2457.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shirt\b37adcd6ad75f4dce24a158412b3180bced5a989.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_shoes\8db99757d28928ffd12709978d108ed0280ad336.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_dress\ec25c4b0c64f5ab24d7996cf14965103785ab5d8.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_shirt\734fee157e67e84de38c7922fd64d68562f59011.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\green_shoes\efd4f11628f43075bde2fb6e307d738d5a867274.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\green_pants\1cc605878c7cfa72a2e0b7d859c13a70d369c439.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\green_shoes\6e6837704ca0758f67affcbe835e1a397d1c5bc0.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_shoes\b69eb34abfff008053ef1d9ec7b40d3bb19d7128.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\green_shoes\71233ca27db218dd4d8acfde1d78556d3e8965c9.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_dress\5a05a362b6d32320d203adfc1da6fd3718dd13b6.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_dress\bcaf809114b7fb431bda98bd767d3110952a2c55.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_dress\d813c37c44e830cbea11c59df1b0f6d3851be250.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_shirt\21c013bde73ac97c3c769342a6793e221a0c0819.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shoes\e79792eaa8569b8a67d4c7b844830293b9d86da1.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_pants\be049681a78feb95968cb8023f0f7ab42ea5ce83.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shirt\b723e9e5fd973b39f909839f970c89af4c894e44.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_dress\86139ae478638ec72d7dacdb3448e95026120325.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_dress\828f09e60067ab62cef31ddd50681166a5f3bed7.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_shoes\dcd7dddc77ebe687f1df7c04f0be78649aa5d1b1.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_dress\aca5ef413ed03bce72061590c2daaa71d673094f.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_shirt\a1a65076c2cc092a2fbaffd1c766653406fe63a4.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\green_shoes\8d8c56b98beb3be8d8939903d401b103c8bb1cc0.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_pants\f312b20a49761dd4d1ad813aa35c2289813e4ca6.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_shoes\d95c5845acd489e90415ba64d5468028173f985a.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_pants\9bc5cbd9fd408df8c3037e5bc4e381eaf048bda4.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_shoes\89099c4402adc33699f0eaf3054e36cba866ae14.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_dress\02510dcbded24e4b72fa406f1d1537f1e288941f.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_shoes\63a17b55e571ac4f6451c5a635c887ad4bb01c7b.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_shoes\95818ed55df8a6dd209ecb6b43d9de4a5b886d40.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_pants\2d91bc2cf5278c12f4394ace8170490cca6a883c.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shoes\05a6a402c7279d56fe7372021ed92d8fddcd1831.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_pants\5eaecd2b149379f0800d439ffd0ddcf713204d7b.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\black_pants\95ae0fb180abc52b0d451c9da1c10bb9c5893cfa.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_shoes\e318eaf3a701feb736db03a2c84135d70b616f31.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\green_shoes\bd117509be7b66993a877a08ec2a30d9285f9046.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_pants\c8761436f614c79d47d65addcffe1dbc852d7f31.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_shoes\41d3cecfac82a4685fc5ed84f9c50165295c1c8d.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_dress\944135f9842f0aa2ea85c0db998b10ebf063240f.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shoes\0cee0c2a04d08bf150b2245426c998622172b5d5.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_shoes\b4b43246a75be3fa23f7a9048b9b4cbb47f55f60.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_shoes\799f9d6e77b96b2332eb41f1daed45cbc29d42b6.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_pants\170791bba838a564c3efbac6092a4609c221b7c0.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shoes\801da6bc32e0c9f4c55388a21d70a6e7d9f80fe3.jpg,1,0,0,0,0,0,0,0,0,0,1,0
